Key	S_bandwidth	S_DOS	S_total
mp-cpquj	0.7028898788330991	0.7721647262137751	0.9767575727668124
mp-mei	0.592661803754823	0.889639795993272	0.9733872015780166
mp-cprlc	0.86484254182083	0.8898157815706401	0.99749207380203
mp-bfgh	0.8199207394755871	0.9867547285034872	0.9984203724547922
mp-bodxk	0.905429790416186	0.514075378445763	0.9536804968494648
mp-biic	0.584932758278597	0.9605707230330012	0.9807231623108495
mp-cqqbk	0.9433441278502792	0.8746160328864641	0.9987021574320718
mp-bfpzx	0.953961919811414	0.5881757897837191	0.980574878698844
mp-criir	0.567857786217152	0.857315562453522	0.9615822304752254
mp-crmqk	0.72746165524556	0.696956987832378	0.9677796278889296
mp-clfyq	0.88054282447119	0.8501473464296601	0.9968524067702051
mp-blqwp	0.6850355315960991	0.686281853436269	0.9550889674450884
mp-bqxvb	0.668876223327162	0.699482825651631	0.9541771745720968
mp-cqrip	0.692308780200092	0.7908022627663951	0.9777572165787464
mp-bgjky	0.6329463170417581	0.911694596330017	0.983182470740769
mp-cpkvd	0.590087901523894	0.886821438776849	0.9724079004420072
mp-buxj	0.8043807145043601	0.701294189119512	0.980925507749463
mp-bmmoe	0.9309031361273772	0.7540631069831061	0.99492511418386
mp-bfrcr	0.830655932661826	0.913673735391336	0.9971862244511768
mp-cpdss	0.959910748660868	0.762505351300499	0.9962682095121156
mp-lbi	0.9950853331367352	0.636582320527958	0.9901666756564618
mp-bche	0.7307194799595951	0.754261539977204	0.9784803680391088
mp-bjtl	0.8146601955249181	0.869034619075101	0.9952072744563304
mp-boho	0.915297949597906	0.640423657809703	0.9845535158213444
mp-brgsv	0.7180868360852951	0.8103229492575941	0.9838279466985675
mp-clhjc	0.8060396346731581	0.784658517443619	0.9899570004558496
mp-vgl	0.7454518768075701	0.8472819275437411	0.9898844867019316
mp-cpgub	0.8146601955249181	0.8806153203908531	0.99564603977364
mp-uzf	0.669368960122645	0.824694945017673	0.9786961676670628
mp-bgrr	0.8376664040605121	0.6244715544038021	0.9722678629055924
mp-cqxuc	0.8357309794091471	0.9622000634480432	0.998319648188413
mp-ckwyp	0.6212996153977031	0.774396650657709	0.9593803008331554
mp-gqk	0.8022995574311871	0.8442027958499101	0.9934941586459204
mp-bkqaj	0.964888242944126	0.777789493949087	0.9969297343687022
mp-cljsp	0.8286876228970471	0.8163949932844221	0.9934437428689422
mp-ccae	0.787074086268694	0.8166214942315161	0.990898550453919
mp-bsio	0.7832031184624151	0.870927126640562	0.9937993259690514
mp-bnqmy	0.953080105110644	0.6066801628028341	0.983417317164915
mp-bnqcp	0.6500199531206381	0.775092732276607	0.9668767961377333
