material_id,formula_pretty,spacegroup_number,wyckoff_positions
mp-hampt,Cs3HgH5,140,"Cs:4h,Cs:2a,Hg:2b,H:8l,H:2c"
mp-hampu,Rb3Bi(PO4)2,12,"Rb:2i,Rb:1a,Bi:1c,P:2i,O:2i,O:2i,O:4j"
mp-hampv,CdRuCl6,163,"Cd:2a,Ru:2c,Cl:12i"
mp-hampw,Na4CaTeO6,5,"Na:1a,Na:1b,Na:1b,Na:1b,Ca:1a,Te:1a,O:2c,O:2c,O:2c"
mp-hampx,AlGa11W3,8,"Al:1a,Ga:2b,Ga:2b,Ga:2b,Ga:2b,Ga:1a,Ga:2b,W:2b,W:1a"
mp-hampy,Y12Co5Sb,71,"Y:4n,Y:4m,Y:4l,Co:2g,Co:2j,Co:1a,Sb:1c"
mp-hampz,Ca10CuHg2Pd3,42,"Ca:2c,Ca:2c,Ca:4e,Ca:2d,Cu:1a,Hg:2b,Pd:2d,Pd:1a"
mp-hamqa,NbAg2OsF12,65,"Nb:1a,Ag:2l,Os:1d,F:4n,F:4o,F:2i,F:2h"
mp-hamqb,Ba6BiPb8Cl,87,"Ba:2e,Ba:4h,Bi:1a,Pb:8i,Cl:1b"
mp-hamqc,CsZrCuTe3,63,"Cs:2c,Zr:2a,Cu:2c,Te:4f,Te:2c"
mp-hamqd,TaNb(Ag3Se4)2,115,"Ta:1b,Nb:1a,Ag:4h,Ag:1d,Ag:1c,Se:4k,Se:4j"
mp-hamqe,BaV(NiSe2)2,40,"Ba:2b,V:2b,Ni:2a,Ni:2b,Se:4c,Se:2b,Se:2b"
mp-hamqf,Zr10Sn3GePb3,157,"Zr:2b,Zr:2b,Zr:3c,Zr:3c,Sn:3c,Ge:1a,Pb:3c"
mp-hamqg,Mn4Cu5Pd4Pt3,8,"Mn:2b,Mn:2b,Cu:2b,Cu:2b,Cu:1a,Pd:1a,Pd:1a,Pd:1a,Pd:1a,Pt:1a,Pt:1a,Pt:1a"
mp-hamqh,HfPtSeBr12,8,"Hf:1a,Pt:1a,Se:1a,Br:2b,Br:2b,Br:2b,Br:2b,Br:1a,Br:1a,Br:1a,Br:1a"
mp-hamqi,Ta10Ga4SiP,8,"Ta:1a,Ta:1a,Ta:2b,Ta:2b,Ta:2b,Ta:2b,Ga:2b,Ga:1a,Ga:1a,Si:1a,P:1a"
mp-hamqj,RbLuCr2O8,164,"Rb:1a,Lu:1b,Cr:2d,O:6i,O:2d"
mp-hamqk,Rb4NbSbCl12,123,"Rb:4i,Nb:1a,Sb:1d,Cl:2g,Cl:2h,Cl:4k,Cl:4j"
mp-hamql,Ta4V(NiP)4,87,"Ta:4h,V:1b,Ni:4h,P:4h"
mp-hamqm,NaTc3Mo3S8,146,"Na:1a,Tc:3b,Mo:3b,S:3b,S:3b,S:1a,S:1a"
mp-hamqn,Zr5InSiSb2,40,"Zr:2b,Zr:2b,Zr:2b,Zr:2a,Zr:2a,In:2b,Si:2a,Sb:2b,Sb:2b"
mp-hamqo,Rb2Te3RuO12,166,"Rb:2c,Te:3d,Ru:1a,O:6h,O:6h"
mp-hamqp,Hf6FeCuN2,38,"Hf:2c,Hf:1b,Hf:2c,Hf:1a,Fe:1a,Cu:1b,N:2c"
mp-hamqq,Hf3MnTc3As2,189,"Hf:4g,Hf:2g,Mn:2b,Tc:2f,Tc:4f,As:4c"
mp-hamqr,Be3BW3,63,"Be:4f,Be:2b,B:2c,W:2c,W:4f"
mp-hamqs,Cs2Ca(ICl)2,139,"Cs:4e,Ca:2a,I:4e,Cl:4c"
mp-hamqt,Cs2AgPO4,36,"Cs:2a,Cs:2a,Ag:2a,P:2a,O:2a,O:4b,O:2a"
mp-hamqu,Sr4GaRuO8,65,"Sr:2i,Sr:2j,Ga:1c,Ru:1a,O:4o,O:2i,O:2j"
mp-hamqv,Rb2Ga2Te3,12,"Rb:2g,Rb:1a,Rb:1d,Ga:4j,Te:4j,Te:2i"
mp-hamqw,Ni3Ag4TeO8,12,"Ni:2h,Ni:1a,Ag:2i,Ag:2e,Te:1b,O:2i,O:4j,O:2i"
mp-hamqx,Y2B4Ir2Rh3,22,"Y:2g,B:4k,Ir:1c,Ir:1b,Rh:2h,Rh:1d"
mp-hamqy,CuPdRhSe4,74,"Cu:2e,Pd:2a,Rh:2d,Se:4i,Se:4h"
mp-hamqz,Li2Zr6MnBr15,139,"Li:2d,Zr:2e,Zr:4i,Mn:1a,Br:1b,Br:2c,Br:4h,Br:8n"
mp-hamra,Na2LiAlSb2,64,"Na:4e,Na:4f,Li:4d,Al:4d,Sb:4f,Sb:4e"
mp-hamrb,Sr6TeMoO12,2,"Sr:1g,Sr:2i,Sr:2i,Sr:1d,Te:1f,Mo:1c,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-hamrc,Lu5Zn2BiTe,41,"Lu:2a,Lu:4b,Lu:4b,Zn:4b,Bi:2a,Te:2a"
mp-hamrd,Hf10Zn2SnSb5,38,"Hf:2e,Hf:1a,Hf:2d,Hf:1b,Hf:4f,Zn:2c,Sn:1a,Sb:2e,Sb:2d,Sb:1b"
mp-hamre,Sn7IrOsRu,1,"Sn:1a,Sn:1a,Sn:1a,Sn:1a,Sn:1a,Sn:1a,Sn:1a,Sn:1a,Sn:1a,Sn:1a,Sn:1a,Sn:1a,Sn:1a,Sn:1a,Ir:1a,Ir:1a,Os:1a,Os:1a,Ru:1a,Ru:1a"
mp-hamrf,LiTaWN3,40,"Li:2a,Li:2a,Ta:2a,Ta:2b,W:2b,W:2b,N:4c,N:4c,N:4c"
mp-hamrg,CuBi3(Ru2O7)2,166,"Cu:1a,Bi:3d,Ru:1b,Ru:3e,O:2c,O:6h,O:6h"
mp-hamrh,Y4Lu(TcO6)2,12,"Y:2i,Y:2i,Lu:1c,Tc:2g,O:2i,O:4j,O:2i,O:4j"
mp-hamri,NaHgBO3,14,"Na:4e,Hg:4e,B:4e,O:4e,O:4e,O:4e"
mp-hamrj,Co2Hg2OF6,227,"Co:4c,Hg:4d,O:2b,F:12f"
mp-hamrk,PAuIF3,62,"P:4c,Au:4c,I:4c,F:8d,F:4c"
mp-hamrl,K6PbSe4,186,"K:6c,K:6c,Pb:2b,Se:2b,Se:6c"
mp-hamrm,CuAu2(SO4)4,12,"Cu:1a,Au:1c,Au:1d,S:4j,O:4j,O:4j,O:4j,O:4j"
mp-hamrn,HfSc2(AsRu)3,46,"Hf:2b,Sc:2b,Sc:2b,As:2b,As:4c,Ru:2a,Ru:4c"
mp-hamro,Ca4Ru3RhO14,166,"Ca:3d,Ca:1a,Ru:3e,Rh:1b,O:6h,O:6h,O:2c"
mp-hamrp,KBaAlO3,64,"K:4f,Ba:4f,Al:4f,O:4e,O:4f,O:4f"
mp-hamrq,Lu8In2RuRh,44,"Lu:4e,Lu:1a,Lu:2d,Lu:4e,Lu:2c,Lu:1b,Lu:1b,Lu:1a,In:2d,In:2c,Ru:2d,Rh:2c"
mp-hamrr,RbTaWO6,74,"Rb:2e,Ta:2b,W:2c,O:2e,O:2e,O:8j"
mp-hamrs,Zr9In14Co6Tc,225,"Zr:8f,Zr:1b,In:12i,In:2c,Co:6e,Tc:1a"
mp-hamrt,LiHf6Zn22Ge,225,"Li:1a,Hf:6e,Zn:8f,Zn:6d,Zn:8f,Ge:1b"
mp-hamru,Y10Cd3Tc,194,"Y:2a,Y:12k,Y:6h,Cd:6h,Tc:2c"
mp-hamrv,Ti8Al14GeOs7,44,"Ti:4e,Ti:1a,Ti:1a,Ti:2c,Al:2c,Al:2d,Al:2c,Al:2d,Al:2d,Al:2c,Al:2d,Ge:1a,Os:4e,Os:1b,Os:1b,Os:1a"
mp-hamrw,KCoPtSe4,59,"K:2a,K:2b,Co:4d,Pt:4e,Se:8g,Se:4e,Se:4e"
mp-hamrx,Li2Al3SbO8,186,"Li:2b,Li:2a,Al:6c,Sb:2b,O:6c,O:6c,O:2b,O:2a"
mp-hamry,NaLi4H9Pt2,140,"Na:2c,Li:8l,H:16m,H:2d,Pt:4h"
mp-hamrz,LiRuCl6,146,"Li:1a,Li:3b,Ru:3b,Ru:1a,Cl:3b,Cl:3b,Cl:3b,Cl:3b,Cl:3b,Cl:3b,Cl:3b,Cl:3b"
mp-hamsa,K3Ta2Cu3Te8,15,"K:4f,K:2a,Ta:4f,Cu:2e,Cu:4f,Te:4f,Te:4f,Te:4f,Te:4f"
mp-hamsb,Hf6Ti4Ga12Ir7,216,"Hf:6f,Ti:4e,Ga:4e,Ga:4e,Ga:4e,Ir:1a,Ir:6g"
mp-hamsc,Ti8Al15TcPt6,44,"Ti:4e,Ti:1b,Ti:1b,Ti:2c,Al:1b,Al:2c,Al:2d,Al:2c,Al:2d,Al:2d,Al:2c,Al:2d,Tc:1b,Pt:4e,Pt:1a,Pt:1a"
mp-hamsd,Na3Bi(CO3)3,40,"Na:2b,Na:2b,Na:2a,Bi:2b,C:2b,C:4c,O:2b,O:2b,O:4c,O:2b,O:4c,O:4c"
mp-hamse,Sc6Al12Mo4Os7,216,"Sc:6g,Al:4e,Al:4e,Al:4e,Mo:4e,Os:1c,Os:6f"
mp-hamsf,Y3Si3P3Pd20,42,"Y:2b,Y:1a,Si:2d,Si:1a,P:1a,P:2c,Pd:4e,Pd:4e,Pd:2c,Pd:2c,Pd:4e,Pd:2d,Pd:2d"
mp-hamsg,CsTaH5,33,"Cs:4a,Ta:4a,H:4a,H:4a,H:4a,H:4a,H:4a"
mp-hamsh,HfIn2(Ni10P3)2,225,"Hf:1a,In:2c,Ni:12h,Ni:8f,P:6e"
mp-hamsi,Zr6Zn20SiNi3,12,"Zr:4j,Zr:2i,Zn:2i,Zn:2i,Zn:4j,Zn:2f,Zn:1c,Zn:1b,Zn:2i,Zn:2i,Zn:4j,Si:1d,Ni:2e,Ni:1a"
mp-hamsj,CsTc6Te7,148,"Cs:2c,Tc:6f,Tc:6f,Te:6f,Te:6f,Te:2c"
mp-hamsk,Ti8Al14AsIr7,44,"Ti:4e,Ti:1b,Ti:1b,Ti:2c,Al:2c,Al:2d,Al:2c,Al:2d,Al:2d,Al:2c,Al:2d,As:1b,Ir:4e,Ir:1a,Ir:1a,Ir:1b"
mp-hamsl,Hf6Zn23H,225,"Hf:6e,Zn:8f,Zn:6d,Zn:8f,Zn:1a,H:1b"
mp-hamsm,Cs5ScAl2Se7,12,"Cs:4j,Cs:2g,Cs:2h,Cs:2i,Sc:2i,Al:2i,Al:2i,Se:4j,Se:2i,Se:2i,Se:2i,Se:4j"
mp-hamsn,Sr9Tc4HgN14,1,"Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Tc:1a,Tc:1a,Tc:1a,Tc:1a,Hg:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a"
mp-hamso,ZrTi3(Nb8Al5)2,38,"Zr:1a,Ti:1a,Ti:2e,Nb:2d,Nb:2e,Nb:2e,Nb:2d,Nb:2c,Nb:4f,Nb:2c,Al:1a,Al:1b,Al:2d,Al:2e,Al:2e,Al:2d"
mp-hamsp,CuPPtS2,36,"Cu:2a,P:2a,Pt:2a,S:2a,S:2a"
mp-hamsq,TaNbVF12,1,"Ta:1a,Nb:1a,V:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a"
mp-hamsr,Rb12Sc(FeSe4)3,5,"Rb:2c,Rb:2c,Rb:2c,Rb:2c,Rb:2c,Rb:2c,Sc:1a,Fe:1b,Fe:1a,Fe:1b,Se:2c,Se:2c,Se:2c,Se:2c,Se:2c,Se:2c"
mp-hamss,Nb4CuSiH2,97,"Nb:4j,Cu:1b,Si:1a,H:2c"
mp-hamst,Sr2SiIrI,186,"Sr:2a,Sr:2a,Si:2b,Ir:2b,I:2b"
mp-hamsu,Zr5BeInSb2,40,"Zr:2b,Zr:2b,Zr:2b,Zr:2a,Zr:2a,Be:2a,In:2b,Sb:2b,Sb:2b"
mp-hamsv,Ti6FeTc5As6,5,"Ti:2c,Ti:2c,Ti:2c,Fe:1b,Tc:2c,Tc:2c,Tc:1a,As:2c,As:2c,As:2c"
mp-hamsw,Ti2PdAu7,8,"Ti:1a,Ti:1a,Pd:1a,Au:1a,Au:1a,Au:1a,Au:1a,Au:1a,Au:1a,Au:1a"
mp-hamsx,RbGa2PSe6,1,"Rb:1a,Ga:1a,Ga:1a,P:1a,Se:1a,Se:1a,Se:1a,Se:1a,Se:1a,Se:1a"
mp-hamsy,Cs2Ag2SnS4,70,"Cs:4g,Ag:4g,Sn:2a,S:8h"
mp-hamsz,Sr4IrPt3I2,156,"Sr:1c,Sr:1c,Sr:1c,Sr:1c,Ir:1a,Pt:1a,Pt:1b,Pt:1b,I:1a,I:1b"
mp-hamta,Na2BeSe2,72,"Na:4j,Be:2a,Se:4j"
mp-hamtb,Ca3Te(IO2)2,38,"Ca:1a,Ca:1b,Ca:1a,Te:1b,I:1a,I:1b,O:4f"
mp-hamtc,LiHf6Si6Tc5,44,"Li:1a,Hf:4e,Hf:2c,Si:2d,Si:2d,Si:2c,Tc:2d,Tc:2d,Tc:1b"
mp-hamtd,Sc12InNi4Pb,71,"Sc:4l,Sc:4n,Sc:4m,In:1a,Ni:2g,Ni:2j,Pb:1c"
mp-hamte,Ba4InAs3Pt4,146,"Ba:3b,Ba:1a,In:1a,As:3b,Pt:1a,Pt:3b"
mp-hamtf,Cs2RbYBi2,72,"Cs:4j,Rb:2a,Y:2b,Bi:4j"
mp-hamtg,Sr3Ca(Sn2Pd)4,38,"Sr:2c,Sr:1b,Ca:1a,Sn:1b,Sn:1a,Sn:1a,Sn:1b,Sn:2c,Sn:2c,Pd:2c,Pd:2c"
mp-hamth,MnB4Ir4Pd3,1,"Mn:1a,B:1a,B:1a,B:1a,B:1a,Ir:1a,Ir:1a,Ir:1a,Ir:1a,Pd:1a,Pd:1a,Pd:1a"
mp-hamti,Rb2VAuSe4,70,"Rb:4g,V:2a,Au:2b,Se:8h"
mp-hamtj,Zr5Nb5Sn6P,8,"Zr:2b,Zr:1a,Zr:2b,Nb:2b,Nb:2b,Nb:1a,Sn:1a,Sn:2b,Sn:1a,Sn:2b,P:1a"
mp-hamtk,Rb3AgSn4,59,"Rb:2a,Rb:4e,Ag:2b,Sn:4e,Sn:4f"
mp-hamtl,NaSb12Ru3Au,148,"Na:1a,Sb:6f,Sb:6f,Ru:3d,Au:1b"
mp-hamtm,Li6Ca4MgCd,164,"Li:6i,Ca:2d,Ca:2d,Mg:1a,Cd:1b"
mp-hamtn,Sr5Ge2BiH,140,"Sr:2c,Sr:8l,Ge:4h,Bi:2a,H:2b"
mp-hamto,Rb4NiSbCl12,65,"Rb:4m,Ni:1a,Sb:1c,Cl:2k,Cl:2l,Cl:2j,Cl:2i,Cl:2h,Cl:2g"
mp-hamtp,Mn4InPd8Au3,139,"Mn:4h,In:1a,Pd:8n,Au:2c,Au:1b"
mp-hamtq,TiCu6MoS8,115,"Ti:1a,Cu:4h,Cu:1d,Cu:1c,Mo:1b,S:4k,S:4j"
mp-hamtr,Na2AlAgP2,72,"Na:4j,Al:2a,Ag:2b,P:4j"
mp-hamts,Nb10GeB4As,97,"Nb:2e,Nb:8k,Ge:1b,B:4j,As:1a"
mp-hamtt,TaBe8Mo2Ru,156,"Ta:1a,Be:1b,Be:1b,Be:3d,Be:3d,Mo:1a,Mo:1c,Ru:1c"
mp-hamtu,RbTe8Rh5,12,"Rb:1d,Te:2i,Te:2i,Te:2i,Te:2i,Rh:2i,Rh:2i,Rh:1a"
mp-hamtv,TiNb4GaSb2,140,"Ti:2b,Nb:8k,Ga:2a,Sb:4h"
mp-hamtw,Lu3Si3RuRh,12,"Lu:2i,Lu:2i,Lu:2i,Si:2i,Si:2i,Si:2i,Ru:2i,Rh:2i"
mp-hamtx,Ba4H11Pt2F,5,"Ba:2c,Ba:2c,H:1b,H:1b,H:1a,H:2c,H:2c,H:2c,H:2c,Pt:2c,F:1a"
mp-hamty,Ba2Li4CaBi4,71,"Ba:2j,Li:4l,Ca:1a,Bi:2i,Bi:2h"
mp-hamtz,Tc3Se4,148,"Tc:6f,Se:2c,Se:6f"
mp-hamua,Bi3Pd6PbSe4,8,"Bi:1a,Bi:1a,Bi:1a,Pd:2b,Pd:1a,Pd:1a,Pd:2b,Pb:1a,Se:2b,Se:2b"
mp-hamub,CuSnRhSe4,74,"Cu:2e,Sn:2a,Rh:2d,Se:4i,Se:4h"
mp-hamuc,Lu5CoTe4,12,"Lu:1c,Lu:2i,Lu:2i,Co:1a,Te:2i,Te:2i"
mp-hamud,Sr3Al2(BiAs)2,15,"Sr:4f,Sr:2e,Al:4f,Bi:4f,As:4f"
mp-hamue,LuSc3Al8,160,"Lu:1a,Sc:1a,Sc:1a,Sc:1a,Al:1a,Al:1a,Al:3b,Al:3b"
mp-hamuf,Ba4TaMoO8,65,"Ba:2i,Ba:2j,Ta:1c,Mo:1a,O:4o,O:2i,O:2j"
mp-hamug,NaNi2(Sb6Os)2,12,"Na:1a,Ni:2f,Sb:4j,Sb:4j,Sb:2i,Sb:2i,Os:2e"
mp-hamuh,HgSO3F,12,"Hg:2g,S:2i,O:2i,O:4j,F:2i"
mp-hamui,BaGe6(Sb3Pt2)2,8,"Ba:1a,Ge:2b,Ge:2b,Ge:1a,Ge:1a,Sb:2b,Sb:1a,Sb:2b,Sb:1a,Pt:2b,Pt:2b"
mp-hamuj,Hf3Zr6TiSn6,149,"Hf:1e,Hf:1f,Hf:1b,Zr:6l,Ti:1a,Sn:6l"
mp-hamuk,RuPt3Pb4O13,160,"Ru:1a,Pt:3b,Pb:1a,Pb:3b,O:3b,O:3b,O:3b,O:3b,O:1a"
mp-hamul,RbTa(IO3)6,146,"Rb:1a,Ta:1a,I:3b,I:3b,O:3b,O:3b,O:3b,O:3b,O:3b,O:3b"
mp-hamum,CsAlSnSe4,2,"Cs:2i,Cs:2i,Al:2i,Al:2i,Sn:2i,Sn:2i,Se:2i,Se:2i,Se:2i,Se:2i,Se:2i,Se:2i,Se:2i,Se:2i"
mp-hamun,CsBaNbS4,62,"Cs:4c,Ba:4c,Nb:4c,S:4c,S:4c,S:8d"
mp-hamuo,Ba2Sn4GeIr4,12,"Ba:2h,Ba:2g,Sn:4j,Sn:2i,Sn:2i,Ge:2i,Ir:4j,Ir:2i,Ir:2i"
mp-hamup,V3GaAuN,198,"V:12b,Ga:4a,Au:4a,N:4a"
mp-hamuq,Rb2LiScAs2,64,"Rb:4e,Rb:4f,Li:4d,Sc:4d,As:4e,As:4f"
mp-hamur,Hg3Pt4PbO14,166,"Hg:3d,Pt:3e,Pt:1b,Pb:1a,O:6h,O:2c,O:6h"
mp-hamus,Na2LiGaP2,64,"Na:4e,Na:4f,Li:4d,Ga:4d,P:4f,P:4e"
mp-hamut,Ti3Al2PtC,227,"Ti:12f,Al:8e,Pt:4c,C:4d"
mp-hamuu,Ta12Mn11VN4,166,"Ta:6h,Ta:6h,Mn:3e,Mn:6h,Mn:2c,V:1b,N:3d,N:1a"
mp-hamuv,Li12SnRuN8,115,"Li:2g,Li:2g,Li:4i,Li:4h,Sn:1c,Ru:1a,N:4k,N:4j"
mp-hamuw,NaMn(CO3)2,2,"Na:2a,Mn:2g,C:4i,O:4i,O:4i,O:4i"
mp-hamux,RbBrOF4,62,"Rb:4c,Br:4c,O:4c,F:8d,F:8d"
mp-hamuy,CsY(NbCl3)6,146,"Cs:1a,Y:1a,Nb:3b,Nb:3b,Cl:3b,Cl:3b,Cl:3b,Cl:3b,Cl:3b,Cl:3b"
mp-hamuz,Cs3AsRhBr9,186,"Cs:2b,Cs:2b,Cs:2a,As:2b,Rh:2b,Br:6c,Br:6c,Br:6c"
mp-hamva,Ta3AlZn2C,227,"Ta:12f,Al:4c,Zn:8e,C:4d"
mp-hamvb,Sc16AlZn3Ni4,160,"Sc:1a,Sc:3b,Sc:3b,Sc:3b,Sc:3b,Sc:3b,Al:1a,Zn:3b,Ni:1a,Ni:3b"
mp-hamvc,Rb2BaTa6Cl18,148,"Rb:2c,Ba:1a,Ta:6f,Cl:6f,Cl:6f,Cl:6f"
mp-hamvd,TiZn3P6N13,160,"Ti:1a,Zn:3b,P:6c,N:3b,N:6c,N:3b,N:1a"
mp-hamve,K8TiSb4,227,"K:4c,K:12f,Ti:2a,Sb:8e"
mp-hamvf,RbSrAsS4,19,"Rb:4a,Sr:4a,As:4a,S:4a,S:4a,S:4a,S:4a"
mp-hamvg,Rb6ScSbSe3,186,"Rb:6c,Rb:6c,Sc:2b,Sb:2b,Se:6c"
mp-hamvh,Mn4As(PN2)6,217,"Mn:4c,As:1a,P:6d,N:12g"
mp-hamvi,Ba6TaV3S16,146,"Ba:3b,Ba:3b,Ta:1a,V:1a,V:1a,V:1a,S:3b,S:1a,S:3b,S:3b,S:1a,S:3b,S:1a,S:1a"
mp-hamvj,Zr3AlAu2C,227,"Zr:12f,Al:4d,Au:8e,C:4c"
mp-hamvk,Co5Si7(BMo6)2,160,"Co:1a,Co:3b,Co:1a,Si:3b,Si:1a,Si:3b,B:1a,B:1a,Mo:3b,Mo:3b,Mo:3b,Mo:3b"
mp-hamvl,Sc7SI12,148,"Sc:1b,Sc:6f,S:1a,I:6f,I:6f"
mp-hamvm,Hf3TiReOs,216,"Hf:6f,Hf:6g,Ti:4e,Re:4e,Os:4e"
mp-hamvn,Cs2Cd(PS3)2,14,"Cs:4e,Cd:2d,P:4e,S:4e,S:4e,S:4e"
mp-hamvo,Hg3Te(SeCl3)2,14,"Hg:4e,Hg:2c,Te:2b,Se:4e,Cl:4e,Cl:4e,Cl:4e"
mp-hamvp,Cd3Bi(Rh2O7)2,166,"Cd:3e,Bi:1b,Rh:1a,Rh:3d,O:2c,O:6h,O:6h"
mp-hamvq,Rb3VRhBr9,164,"Rb:2d,Rb:2d,Rb:2c,V:2d,Rh:2d,Br:6i,Br:6i,Br:6i"
mp-hamvr,HfBi6(PO8)2,5,"Hf:1b,Bi:2c,Bi:2c,Bi:2c,P:2c,O:2c,O:2c,O:1a,O:2c,O:2c,O:2c,O:2c,O:2c,O:1a"
mp-hamvs,CaY6RhBr12,148,"Ca:1b,Y:6f,Rh:1a,Br:6f,Br:6f"
mp-hamvt,Cd3Bi(Ir2O7)2,166,"Cd:3d,Bi:1a,Ir:3e,Ir:1b,O:6h,O:6h,O:2c"
mp-hamvu,V3Si2RhC,227,"V:12f,Si:8e,Rh:4c,C:4d"
mp-hamvv,K16ZrSnP8,216,"K:4e,K:6g,K:6f,Zr:1c,Sn:1b,P:4e,P:4e"
mp-hamvw,RbAlGeSe4,4,"Rb:2a,Rb:2a,Al:2a,Al:2a,Ge:2a,Ge:2a,Se:2a,Se:2a,Se:2a,Se:2a,Se:2a,Se:2a,Se:2a,Se:2a"
mp-hamvx,Nb16GaNi7N4,160,"Nb:1a,Nb:3b,Nb:3b,Nb:3b,Nb:3b,Nb:3b,Ga:1a,Ni:3b,Ni:1a,Ni:3b,N:1a,N:3b"
mp-hamvy,SrLiCu12,226,"Sr:2a,Li:2b,Cu:24i"
mp-hamvz,Hf16Pt8CN,12,"Hf:2i,Hf:2i,Hf:4j,Hf:4j,Hf:1a,Hf:1c,Hf:2e,Pt:2i,Pt:2i,Pt:4j,C:1d,N:1b"
mp-hamwa,K6ScInTe6,4,"K:2a,K:2a,K:2a,K:2a,K:2a,K:2a,Sc:2a,In:2a,Te:2a,Te:2a,Te:2a,Te:2a,Te:2a,Te:2a"
mp-hamwb,Na4Si12(As3P)3,6,"Na:1a,Na:1a,Na:1a,Na:1a,Si:1b,Si:1b,Si:1b,Si:1b,Si:1a,Si:1a,Si:1a,Si:1a,Si:1a,Si:1a,Si:1a,Si:1a,As:1b,As:1b,As:1b,As:1b,As:1b,As:1b,As:1b,As:1b,As:1a,P:1a,P:1a,P:1a"
mp-hamwc,Y8Cd2NiIr,44,"Y:2d,Y:2c,Y:4e,Y:1b,Y:1b,Y:4e,Y:1a,Y:1a,Cd:2d,Cd:2c,Ni:2c,Ir:2d"
mp-hamwd,Cs3Tc3(SI)4,225,"Cs:6d,Tc:6e,S:8f,I:6e,I:2c"
mp-hamwe,Zr12Cd12S3N,166,"Zr:6h,Zr:6h,Cd:6h,Cd:2c,Cd:3e,Cd:1b,S:3d,N:1a"
mp-hamwf,Tc2Ag6PtF18,143,"Tc:1b,Tc:1c,Ag:3d,Ag:3d,Pt:1a,F:3d,F:3d,F:3d,F:3d,F:3d,F:3d"
mp-hamwg,Bi2AsNO8,4,"Bi:2a,Bi:2a,As:2a,N:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a"
mp-hamwh,Nb12Al9Rh3C4,166,"Nb:6h,Nb:6h,Al:1a,Al:6h,Al:2c,Rh:3d,C:3e,C:1b"
mp-hamwi,Na4Sr2HfAs4,9,"Na:2a,Na:2a,Na:2a,Na:2a,Sr:2a,Sr:2a,Hf:2a,As:2a,As:2a,As:2a,As:2a"
mp-hamwj,Zr3Al2NiC,227,"Zr:12f,Al:8e,Ni:4d,C:4c"
mp-hamwk,BaNaTaSe4,14,"Ba:4e,Na:4e,Ta:4e,Se:4e,Se:4e,Se:4e,Se:4e"
mp-hamwl,Ta3Al2FeN,227,"Ta:12f,Al:8e,Fe:4c,N:4d"
mp-hamwm,Cd3P6PbN13,160,"Cd:3b,P:6c,Pb:1a,N:1a,N:3b,N:6c,N:3b"
mp-hamwn,Ga2BiTe4,126,"Ga:4d,Ga:4c,Bi:4e,Te:16k"
mp-hamwo,KBa4(POs)10,87,"K:1a,Ba:4h,P:8i,P:2e,Os:8i,Os:2d"
mp-hamwp,Nb3Zn2PtC,227,"Nb:12f,Zn:8e,Pt:4c,C:4d"
mp-hamwq,Hf16FeMoPt6,160,"Hf:1a,Hf:3b,Hf:3b,Hf:3b,Hf:3b,Hf:3b,Fe:1a,Mo:1a,Pt:3b,Pt:3b"
mp-hamwr,Ca3BiI3,214,"Ca:12g,Bi:4a,I:12h"
mp-hamws,Sr4Sc7AsSe16,6,"Sr:1b,Sr:1b,Sr:1a,Sr:1a,Sc:1b,Sc:1b,Sc:1a,Sc:1a,Sc:1b,Sc:1b,Sc:1a,As:1a,Se:1b,Se:1b,Se:1a,Se:1a,Se:1b,Se:1b,Se:1a,Se:1a,Se:1b,Se:1b,Se:1a,Se:1a,Se:1b,Se:1b,Se:1a,Se:1a"
mp-hamwt,Hf3ZnPd2C,227,"Hf:12f,Zn:4d,Pd:8e,C:4c"
mp-hamwu,Ba3LiAs2H,62,"Ba:4c,Ba:4c,Ba:4c,Li:4c,As:4c,As:4c,H:4c"
mp-hamwv,Ba3MoCl2O5,63,"Ba:4f,Ba:2c,Mo:2c,Cl:2c,Cl:2a,O:8h,O:2c"
mp-hamww,Ni2Mo3AsC,227,"Ni:8e,Mo:12f,As:4d,C:4c"
mp-hamwx,Sc2B2RuRh4Pb,127,"Sc:4g,B:4g,Ru:2c,Rh:8j,Pb:2a"
mp-hamwy,Ca2Al9Ir2Pd,63,"Ca:4g,Al:2c,Al:8h,Al:4f,Al:4g,Ir:4e,Pd:2a"
mp-hamwz,HfAg4Te3O14,12,"Hf:1c,Ag:2f,Ag:1d,Ag:1b,Te:2e,Te:1a,O:4j,O:4j,O:2i,O:4j"
mp-hamxa,Zr3NiIr2N,227,"Zr:12f,Ni:4c,Ir:8e,N:4d"
mp-hamxb,Rb3Ir2Br9,194,"Rb:4f,Rb:2b,Ir:4f,Br:12k,Br:6h"
mp-hamxc,Be4Ni2W6C,227,"Be:8e,Ni:4d,W:12f,C:2a"
